mode,blood_group,units,distance_km,from_bank,from_district,from_type,from_capacity,to_bank,to_district,to_type,to_capacity,reason
rebalance,A+,4,5.0,Government Periyar Hospital Mayiladuthurai,Mayiladuthurai,Govt.,215,Government Hospital Sirkazhi,Mayiladuthurai,Govt.,64,4u A+: Government Periyar Hospital Mayiladuthurai → Government Hospital Sirkazhi (5.0 km)
rebalance,A+,4,5.0,Trichy Srm Medical College Hospital And Research Centre Blood Centre,Tiruchirappalli,Private,990,Bestow Blood Centre Run By Raising Hands Charitable Trust,Tiruchirappalli,Charitable/Vol,173,4u A+: Trichy Srm Medical College Hospital And Research Centre Blood Centre → Bestow Blood Centre Run By Raising Hands Charitable Trust (5.0 km)
rebalance,A+,4,60.0,Christian Medical College Hospital,Vellore,Charitable/Vol,2059,Goverment Hospital Vaniyambadi,Tirupattur,Govt.,22,4u A+: Christian Medical College Hospital → Goverment Hospital Vaniyambadi (60.0 km)
rebalance,A+,4,5.0,Melmaruvathur Adiparasakthi Institute Of Medical Sciences And Research,Chengalpattu,Charitable/Vol,494,Chettinad Hospital Blood Centre,Chengalpattu,Private,156,4u A+: Melmaruvathur Adiparasakthi Institute Of Medical Sciences And Research → Chettinad Hospital Blood Centre (5.0 km)
rebalance,A+,4,5.0,Save Life Blood Centre A Unit Of New Life To Save Lives Society,Hyderabad,Charitable/Vol,174,Premier Voluntary Blood Centre,Hyderabad,Private,100,4u A+: Save Life Blood Centre A Unit Of New Life To Save Lives Society → Premier Voluntary Blood Centre (5.0 km)
rebalance,A+,4,177.8,Rvm Trust Hospital Blood Centre,Siddipet,Charitable/Vol,198,Rajiv Gandhi Institute of Medical Sciences  Blood Bank,Adilabad,Govt.,548,4u A+: Rvm Trust Hospital Blood Centre → Rajiv Gandhi Institute of Medical Sciences  Blood Bank (177.8 km)
rebalance,A+,3,51.5,Sanjeevani Blood Centre,Hanumakonda,Charitable/Vol,365,Government General Hospital Blood Centre Jangaon,Jangaon,Govt.,71,3u A+: Sanjeevani Blood Centre → Government General Hospital Blood Centre Jangaon (51.5 km)
rebalance,A+,1,51.5,Telangana Voluntary Blood Centre,Warangal,Charitable/Vol,397,Government General Hospital Blood Centre Jangaon,Jangaon,Govt.,71,1u A+: Telangana Voluntary Blood Centre → Government General Hospital Blood Centre Jangaon (51.5 km)
rebalance,A+,1,123.5,Rvm Trust Hospital Blood Centre,Siddipet,Charitable/Vol,198,Sri Dhanvantari Blood Centre,Nirmal,Charitable/Vol,168,1u A+: Rvm Trust Hospital Blood Centre → Sri Dhanvantari Blood Centre (123.5 km)
rebalance,A+,3,164.1,Mamata Academy Of Medical Sciences,Medchal Malkajgiri,Charitable/Vol,316,Sri Dhanvantari Blood Centre,Nirmal,Charitable/Vol,168,3u A+: Mamata Academy Of Medical Sciences → Sri Dhanvantari Blood Centre (164.1 km)
rebalance,A+,2,60.0,Siri Blood Centre,Khammam,Private,88,Bhadradri Blood Centre,Bhadradri Kothagudem,Charitable/Vol,146,2u A+: Siri Blood Centre → Bhadradri Blood Centre (60.0 km)
rebalance,A+,2,60.0,CARES BLOOD CENTRE Khammam,Khammam,Charitable/Vol,191,Bhadradri Blood Centre,Bhadradri Kothagudem,Charitable/Vol,146,2u A+: CARES BLOOD CENTRE Khammam → Bhadradri Blood Centre (60.0 km)
rebalance,A+,4,42.4,Arundhathi Hospital Blood Center,Medchal Malkajgiri,Private,363,Sree Balaji Blood Centre,Sangareddy,Charitable/Vol,176,4u A+: Arundhathi Hospital Blood Center → Sree Balaji Blood Centre (42.4 km)
rebalance,A+,4,19.8,Save Life Blood Centre A Unit Of New Life To Save Lives Society,Hyderabad,Charitable/Vol,174,Pranaam Blood Centre,Rangareddy,Private,251,4u A+: Save Life Blood Centre A Unit Of New Life To Save Lives Society → Pranaam Blood Centre (19.8 km)
rebalance,A+,4,42.4,Arundhathi Hospital Blood Center,Medchal Malkajgiri,Private,363,Maheshwara Medical College And Maheshwara Hospital (Alleti Shrunitha Educational Society),Sangareddy,Private,102,4u A+: Arundhathi Hospital Blood Center → Maheshwara Medical College And Maheshwara Hospital (Alleti Shrunitha Educational Society) (42.4 km)
rebalance,A+,3,19.8,Save Life Blood Centre A Unit Of New Life To Save Lives Society,Hyderabad,Charitable/Vol,174,Yashoda Hospital Blood Centre,Rangareddy,Private,152,3u A+: Save Life Blood Centre A Unit Of New Life To Save Lives Society → Yashoda Hospital Blood Centre (19.8 km)
rebalance,A+,1,19.8,Tx Hospitals Blood Centre (A Unit O Ftx Hospitals Pvt Ltd),Hyderabad,Private,1421,Yashoda Hospital Blood Centre,Rangareddy,Private,152,1u A+: Tx Hospitals Blood Centre (A Unit O Ftx Hospitals Pvt Ltd) → Yashoda Hospital Blood Centre (19.8 km)
rebalance,A+,4,62.5,Tx Hospitals Blood Centre (A Unit O Ftx Hospitals Pvt Ltd),Hyderabad,Private,1421,Government District Hospital Blood Centre Tandur,Vikarabad,Govt.,29,4u A+: Tx Hospitals Blood Centre (A Unit O Ftx Hospitals Pvt Ltd) → Government District Hospital Blood Centre Tandur (62.5 km)
rebalance,A+,4,27.3,Tx Hospitals Blood Centre (A Unit O Ftx Hospitals Pvt Ltd),Hyderabad,Private,1421,Radnya Blood Centre,Medchal Malkajgiri,Charitable/Vol,116,4u A+: Tx Hospitals Blood Centre (A Unit O Ftx Hospitals Pvt Ltd) → Radnya Blood Centre (27.3 km)
rebalance,A+,4,5.0,Tx Hospitals Blood Centre (A Unit O Ftx Hospitals Pvt Ltd),Hyderabad,Private,1421,Apollo Drdo Hospital Blood Centre,Hyderabad,Private,39,4u A+: Tx Hospitals Blood Centre (A Unit O Ftx Hospitals Pvt Ltd) → Apollo Drdo Hospital Blood Centre (5.0 km)
rebalance,A+,2,5.0,Suraksha Voluntary Blood Centre,Warangal,Charitable/Vol,279,Mother Vol,Warangal,Charitable/Vol,274,2u A+: Suraksha Voluntary Blood Centre → Mother Vol (5.0 km)
rebalance,A+,2,92.3,District  Suryapet Ggh Hospital Blood Bank,Suryapet,Govt.,260,Mother Vol,Warangal,Charitable/Vol,274,2u A+: District  Suryapet Ggh Hospital Blood Bank → Mother Vol (92.3 km)
rebalance,A+,3,92.3,District  Suryapet Ggh Hospital Blood Bank,Suryapet,Govt.,260,Orugallu Voluntary Blood Centre,Warangal,Charitable/Vol,143,3u A+: District  Suryapet Ggh Hospital Blood Bank → Orugallu Voluntary Blood Centre (92.3 km)
rebalance,A+,1,99.7,Vidura Voluntary Blood Centre,Khammam,Private,301,Orugallu Voluntary Blood Centre,Warangal,Charitable/Vol,143,1u A+: Vidura Voluntary Blood Centre → Orugallu Voluntary Blood Centre (99.7 km)
rebalance,A+,4,99.7,Vidura Voluntary Blood Centre,Khammam,Private,301,Jeevan Voluntary Blood Centre,Warangal,Charitable/Vol,181,4u A+: Vidura Voluntary Blood Centre → Jeevan Voluntary Blood Centre (99.7 km)
rebalance,A+,4,235.0,Tx Hospitals Blood Centre (A Unit O Ftx Hospitals Pvt Ltd),Hyderabad,Private,1421,Jeevandhara Voluntary Blood Centre,Kumaram Bheem Asifabad,Charitable/Vol,157,4u A+: Tx Hospitals Blood Centre (A Unit O Ftx Hospitals Pvt Ltd) → Jeevandhara Voluntary Blood Centre (235.0 km)
rebalance,A+,4,5.0,Tx Hospitals Blood Centre (A Unit O Ftx Hospitals Pvt Ltd),Hyderabad,Private,1421,Shree Pv Narsimha Rao Memorial Charibatal Trust Blood Centre,Hyderabad,Charitable/Vol,87,4u A+: Tx Hospitals Blood Centre (A Unit O Ftx Hospitals Pvt Ltd) → Shree Pv Narsimha Rao Memorial Charibatal Trust Blood Centre (5.0 km)
rebalance,A+,4,60.0,Department Of Transfusion Medicine Sgpgims Lucknow,Lucknow,Govt.,692,Haseena Begum Hospital Blood Centre.,Sambhal,Private,182,4u A+: Department Of Transfusion Medicine Sgpgims Lucknow → Haseena Begum Hospital Blood Centre. (60.0 km)
rebalance,A+,4,5.0,Government Institute Of Medical Sciences (Blood Bank),Gautam Buddha Nagar,Govt.,748,Shri Ram Singh Multi Speciality Hospital (A Unit Of M/S Shri Ram Healthcare),Gautam Buddha Nagar,Private,127,4u A+: Government Institute Of Medical Sciences (Blood Bank) → Shri Ram Singh Multi Speciality Hospital (A Unit Of M/S Shri Ram Healthcare) (5.0 km)
rebalance,A+,4,60.0,Department Of Transfusion Medicine Sgpgims Lucknow,Lucknow,Govt.,692,"Shri Siddhi Vinayak Blood Centre (A Unit Of Shri Siddhi Vinayak Medical College And Hospital, Sambha",Sambhal,Private,184,"4u A+: Department Of Transfusion Medicine Sgpgims Lucknow → Shri Siddhi Vinayak Blood Centre (A Unit Of Shri Siddhi Vinayak Medical College And Hospital, Sambha (60.0 km)"
rebalance,A+,4,60.0,Department Of Transfusion Medicine Sgpgims Lucknow,Lucknow,Govt.,692,City Blood Centre Deoband,Saharanpur,Private,41,4u A+: Department Of Transfusion Medicine Sgpgims Lucknow → City Blood Centre Deoband (60.0 km)
rebalance,A+,4,5.0,Heritage Institute Of Medical Sciences Blood Centre,Varanasi,Private,517,Blood Centre Heritage  Hospital,Varanasi,Private,103,4u A+: Heritage Institute Of Medical Sciences Blood Centre → Blood Centre Heritage  Hospital (5.0 km)
rebalance,A+,4,5.0,Blood Centre Vivekanand Hospital,Moradabad,Charitable/Vol,337,Brightstar Hospital Blood Centre,Moradabad,Private,20,4u A+: Blood Centre Vivekanand Hospital → Brightstar Hospital Blood Centre (5.0 km)
rebalance,A+,4,5.0,Amrit Charitable Blood Centre,Agra,Charitable/Vol,430,Shri Ram Charitable Blood Centre,Agra,Charitable/Vol,109,4u A+: Amrit Charitable Blood Centre → Shri Ram Charitable Blood Centre (5.0 km)
rebalance,A+,4,5.0,Neelam Charitable Blood Centre,Bulandshahr,Charitable/Vol,477,Swastik Charitable Blood Centre,Bulandshahr,Charitable/Vol,18,4u A+: Neelam Charitable Blood Centre → Swastik Charitable Blood Centre (5.0 km)
rebalance,A+,4,60.0,Department Of Transfusion Medicine Sgpgims Lucknow,Lucknow,Govt.,692,Naaz Hospital Blood And Component Centre,Prayagraj,Private,54,4u A+: Department Of Transfusion Medicine Sgpgims Lucknow → Naaz Hospital Blood And Component Centre (60.0 km)
rebalance,A+,4,5.0,Shri Ram Murti Smarak  Institute Of Medical Sciences Blood Centre,Bareilly,Private,1402,Harshil Blood Centre Bareilly,Bareilly,Private,269,4u A+: Shri Ram Murti Smarak  Institute Of Medical Sciences Blood Centre → Harshil Blood Centre Bareilly (5.0 km)
rebalance,A+,2,5.0,Neelam Charitable Blood Centre,Bulandshahr,Charitable/Vol,477,Dr Lokesh Charitable Blood Centre,Bulandshahr,Charitable/Vol,146,2u A+: Neelam Charitable Blood Centre → Dr Lokesh Charitable Blood Centre (5.0 km)
rebalance,A+,2,60.0,Department Of Transfusion Medicine Sgpgims Lucknow,Lucknow,Govt.,692,Dr Lokesh Charitable Blood Centre,Bulandshahr,Charitable/Vol,146,2u A+: Department Of Transfusion Medicine Sgpgims Lucknow → Dr Lokesh Charitable Blood Centre (60.0 km)
rebalance,A+,4,5.0,Blood Centre Jawahar Lal Nehru Medical College And Hospitalamu Aligarh,Aligarh,Govt.,2554,Sankalp Charitable Blood Centre,Aligarh,Charitable/Vol,45,4u A+: Blood Centre Jawahar Lal Nehru Medical College And Hospitalamu Aligarh → Sankalp Charitable Blood Centre (5.0 km)
rebalance,A+,4,5.0,Shri Ram Murti Smarak  Institute Of Medical Sciences Blood Centre,Bareilly,Private,1402,Ganga Sheel Charitable Trust Blood Bank Bank,Bareilly,Charitable/Vol,99,4u A+: Shri Ram Murti Smarak  Institute Of Medical Sciences Blood Centre → Ganga Sheel Charitable Trust Blood Bank Bank (5.0 km)
rebalance,A+,4,5.0,Government Institute Of Medical Sciences (Blood Bank),Gautam Buddha Nagar,Govt.,748,Noida International Institute Of Medical Science,Gautam Buddha Nagar,Private,89,4u A+: Government Institute Of Medical Sciences (Blood Bank) → Noida International Institute Of Medical Science (5.0 km)
rebalance,A+,4,5.0,Rotary Blood Centre,Mathura,Charitable/Vol,255,Maharishi Dayanand Sarabwati Jila Mathura,Mathura,Govt.,10,4u A+: Rotary Blood Centre → Maharishi Dayanand Sarabwati Jila Mathura (5.0 km)
rebalance,A+,4,5.0,Bharat Sewa Charitable Blood Centre,Ghaziabad,Charitable/Vol,359,Sangam Charitable Blood Centre,Ghaziabad,Charitable/Vol,17,4u A+: Bharat Sewa Charitable Blood Centre → Sangam Charitable Blood Centre (5.0 km)
rebalance,A+,4,5.0,Regency Hospital Ltd.,Kanpur Nagar,Private,504,Blood Centre Rama Medical College,Kanpur Nagar,Private,253,4u A+: Regency Hospital Ltd. → Blood Centre Rama Medical College (5.0 km)
rebalance,A+,4,5.0,Department Of Transfusion Medicine Sgpgims Lucknow,Lucknow,Govt.,692,New Shri Hari Charitable Blood Centre,Lucknow,Charitable/Vol,222,4u A+: Department Of Transfusion Medicine Sgpgims Lucknow → New Shri Hari Charitable Blood Centre (5.0 km)
rebalance,A+,4,5.0,Heritage Institute Of Medical Sciences Blood Centre,Varanasi,Private,517,Amritasha Blood Center,Varanasi,Private,223,4u A+: Heritage Institute Of Medical Sciences Blood Centre → Amritasha Blood Center (5.0 km)
rebalance,A+,4,60.0,Department Of Transfusion Medicine Sgpgims Lucknow,Lucknow,Govt.,692,M/S Kailash Hospital ( A Unit Of Kailash Healthcare Ltd.),Bulandshahr,Private,238,4u A+: Department Of Transfusion Medicine Sgpgims Lucknow → M/S Kailash Hospital ( A Unit Of Kailash Healthcare Ltd.) (60.0 km)
rebalance,A+,4,60.0,Department Of Transfusion Medicine Sgpgims Lucknow,Lucknow,Govt.,692,Bulandshahr Charitable Blood Centre,Bulandshahr,Charitable/Vol,50,4u A+: Department Of Transfusion Medicine Sgpgims Lucknow → Bulandshahr Charitable Blood Centre (60.0 km)
rebalance,A+,4,5.0,Department Of Transfusion Medicine Sgpgims Lucknow,Lucknow,Govt.,692,Amrapali Hospital And Trauma Centre,Lucknow,Private,340,4u A+: Department Of Transfusion Medicine Sgpgims Lucknow → Amrapali Hospital And Trauma Centre (5.0 km)
rebalance,A+,4,5.0,Ujala Hospital Blood Centre,Jaunpur,Private,367,R.K.Hospital Blood And Component Centre Jaunpur,Jaunpur,Private,77,4u A+: Ujala Hospital Blood Centre → R.K.Hospital Blood And Component Centre Jaunpur (5.0 km)
rebalance,A+,3,5.0,Blood Centre Vivekanand Hospital,Moradabad,Charitable/Vol,337,Tejas Hospital Blood Centre,Moradabad,Private,349,3u A+: Blood Centre Vivekanand Hospital → Tejas Hospital Blood Centre (5.0 km)
rebalance,A+,1,5.0,"Cosmos Hospital, Blood Centre",Moradabad,Private,649,Tejas Hospital Blood Centre,Moradabad,Private,349,"1u A+: Cosmos Hospital, Blood Centre → Tejas Hospital Blood Centre (5.0 km)"
rebalance,A+,4,60.0,Department Of Transfusion Medicine Sgpgims Lucknow,Lucknow,Govt.,692,Ayushman Blood Centre,Bijnor,Private,157,4u A+: Department Of Transfusion Medicine Sgpgims Lucknow → Ayushman Blood Centre (60.0 km)
rebalance,A+,1,5.0,Regency Hospital Ltd.,Kanpur Nagar,Private,504,Manas Charitable Blood Center Kanpur,Kanpur Nagar,Charitable/Vol,212,1u A+: Regency Hospital Ltd. → Manas Charitable Blood Center Kanpur (5.0 km)
rebalance,A+,3,60.0,Department Of Transfusion Medicine Sgpgims Lucknow,Lucknow,Govt.,692,Manas Charitable Blood Center Kanpur,Kanpur Nagar,Charitable/Vol,212,3u A+: Department Of Transfusion Medicine Sgpgims Lucknow → Manas Charitable Blood Center Kanpur (60.0 km)
rebalance,A+,4,60.0,Department Of Transfusion Medicine Sgpgims Lucknow,Lucknow,Govt.,692,Hardev Tewari Charitable Blood Centre,Prayagraj,Charitable/Vol,78,4u A+: Department Of Transfusion Medicine Sgpgims Lucknow → Hardev Tewari Charitable Blood Centre (60.0 km)
rebalance,A+,4,60.0,Aiims Blood Centre,Dehradun,Govt.,1683,Maa Gange Blood Centre,Haridwar,Private,387,4u A+: Aiims Blood Centre → Maa Gange Blood Centre (60.0 km)
rebalance,A+,4,5.0,Aiims Blood Centre,Dehradun,Govt.,1683,Dev Bhoomi Blood Bank,Dehradun,Charitable/Vol,140,4u A+: Aiims Blood Centre → Dev Bhoomi Blood Bank (5.0 km)
rebalance,A+,4,5.0,Aiims Blood Centre,Dehradun,Govt.,1683,"Sainik (Military Hospital) Hospital, Dehradun",Dehradun,Govt.,152,"4u A+: Aiims Blood Centre → Sainik (Military Hospital) Hospital, Dehradun (5.0 km)"
rebalance,A+,4,60.0,Aiims Blood Centre,Dehradun,Govt.,1683,Medicity Blood Bank Rudrapur,Udham Singh Nagar,Private,156,4u A+: Aiims Blood Centre → Medicity Blood Bank Rudrapur (60.0 km)
rebalance,A+,4,5.0,Government Blood Bank Srinagar,Pauri Garhwal,Govt.,79,KOTDWARA BLOOD BANK,Pauri Garhwal,Govt.,29,4u A+: Government Blood Bank Srinagar → KOTDWARA BLOOD BANK (5.0 km)
rebalance,A+,4,5.0,Gmc Almora Blood Bank,Almora,Govt.,198,Blood Bank  District Hospital Almora,Almora,Govt.,5,4u A+: Gmc Almora Blood Bank → Blood Bank  District Hospital Almora (5.0 km)
rebalance,A+,4,60.0,Iq City Medical College And Hospital Blood Centre,Paschim Bardhaman,Private,136,M.R. Bangur District Hospital,South Twenty Four Parganas,Govt.,47,4u A+: Iq City Medical College And Hospital Blood Centre → M.R. Bangur District Hospital (60.0 km)
rebalance,A+,4,60.0,Rashmi Blood Centre,Purba Bardhaman,Charitable/Vol,259,Malda District Hospital,Maldah,Govt.,2175,4u A+: Rashmi Blood Centre → Malda District Hospital (60.0 km)
rebalance,A+,4,5.0,Nabadwip State General Hospital Blood Centre,Nadia,Govt.,138,SANTIPUR STATE GENERAL HOSPITAL BLOOD CENTRE,Nadia,Govt.,15,4u A+: Nabadwip State General Hospital Blood Centre → SANTIPUR STATE GENERAL HOSPITAL BLOOD CENTRE (5.0 km)
rebalance,A+,4,5.0,Saroj Gupta Cancer And Research Institute Blood Centre,Kolkata,Private,118,Netaji Subhas Chandra Bose Cancer Hospital Blood Centre,Kolkata,Private,301,4u A+: Saroj Gupta Cancer And Research Institute Blood Centre → Netaji Subhas Chandra Bose Cancer Hospital Blood Centre (5.0 km)
rebalance,A+,4,5.0,Saroj Gupta Cancer And Research Institute Blood Centre,Kolkata,Private,118,Peoples Blood Centre,Kolkata,Charitable/Vol,215,4u A+: Saroj Gupta Cancer And Research Institute Blood Centre → Peoples Blood Centre (5.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,Sri Abhaya Blood Center,Kakinada,Private,256,3u A+: Ms Jay Prabha Medanta Blood Centre → Sri Abhaya Blood Center (400.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,Rotary Blood Bank Visakhapatnam,Visakhapatnam,Charitable/Vol,8,3u A+: Ms Jay Prabha Medanta Blood Centre → Rotary Blood Bank Visakhapatnam (400.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,Pranadatha Blood Centre,Srikakulam,Private,11,3u A+: Ms Jay Prabha Medanta Blood Centre → Pranadatha Blood Centre (400.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,Palnadu Blood Centre,Palnadu,Charitable/Vol,1098,3u A+: Ms Jay Prabha Medanta Blood Centre → Palnadu Blood Centre (400.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,District Hospital Blood CentreTanuku,West Godavari,Govt.,17,3u A+: Ms Jay Prabha Medanta Blood Centre → District Hospital Blood CentreTanuku (400.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,Indian Red Cross Society Blood Centre Kakinada,Kakinada,Red Cross ,895,3u A+: Ms Jay Prabha Medanta Blood Centre → Indian Red Cross Society Blood Centre Kakinada (400.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,Area Hospital Blood Centre Rampachodavaram,Polavaram,Govt.,17,3u A+: Ms Jay Prabha Medanta Blood Centre → Area Hospital Blood Centre Rampachodavaram (400.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,"GGH , VIZIANAGARAM",Vizianagaram,Govt.,73,"3u A+: Ms Jay Prabha Medanta Blood Centre → GGH , VIZIANAGARAM (400.0 km)"
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,M/S. Gitam Institute Of Medical Sciences Blood Centre,Visakhapatnam,Private,374,3u A+: Ms Jay Prabha Medanta Blood Centre → M/S. Gitam Institute Of Medical Sciences Blood Centre (400.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,Aapadbandhu Blood Bank Vinukonda,Palnadu,Charitable/Vol,19,3u A+: Ms Jay Prabha Medanta Blood Centre → Aapadbandhu Blood Bank Vinukonda (400.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,Rakshana Blood Bank,Tirupati,Charitable/Vol,123,3u A+: Ms Jay Prabha Medanta Blood Centre → Rakshana Blood Bank (400.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,Indian Red Cross Society Blood Centre Narasaraopeta,Palnadu,Red Cross ,77,3u A+: Ms Jay Prabha Medanta Blood Centre → Indian Red Cross Society Blood Centre Narasaraopeta (400.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,Dhemaji Civil Hospital Blood Centre,Dhemaji,Govt.,14,3u A+: Ms Jay Prabha Medanta Blood Centre → Dhemaji Civil Hospital Blood Centre (400.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,Dhubri Civil Hospital Blood Centre,Dhubri,Govt.,44,3u A+: Ms Jay Prabha Medanta Blood Centre → Dhubri Civil Hospital Blood Centre (400.0 km)
rebalance,A+,3,400.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,Kanaklata Civil Hospital Blood Centre,Sonitpur,Govt.,84,3u A+: Ms Jay Prabha Medanta Blood Centre → Kanaklata Civil Hospital Blood Centre (400.0 km)
rebalance,A+,3,60.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,"Ircs Blood Centre,Motihari",Purba Champaran,Red Cross ,115,"3u A+: Ms Jay Prabha Medanta Blood Centre → Ircs Blood Centre,Motihari (60.0 km)"
rebalance,A+,3,60.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,"Shukla Medicity Blood Centre, Darbhanga",Darbhanga,Private,273,"3u A+: Ms Jay Prabha Medanta Blood Centre → Shukla Medicity Blood Centre, Darbhanga (60.0 km)"
rebalance,A+,3,60.0,Ms Jay Prabha Medanta Blood Centre,Patna,Private,2038,M/s Apollo Blood Centre,Purba Champaran,Private,11,3u A+: Ms Jay Prabha Medanta Blood Centre → M/s Apollo Blood Centre (60.0 km)
rebalance,A+,3,60.0,"Blood Centre, Government Medical College And Hospital",Sector-32,Govt.,3719,"Blood Centre, Govt. Multi Speciality Hospital",Gmsh Sector-16,Govt.,56,"3u A+: Blood Centre, Government Medical College And Hospital → Blood Centre, Govt. Multi Speciality Hospital (60.0 km)"
rebalance,A+,3,5.0,Raigad Blood Centre Pen Tal Pen Dis Raigarh,Raigarh,Charitable/Vol,117,Raigarh Blood Centre,Raigarh,Charitable/Vol,155,3u A+: Raigad Blood Centre Pen Tal Pen Dis Raigarh → Raigarh Blood Centre (5.0 km)
rebalance,A+,3,5.0,Balaji Blood Centre,Raipur,Private,449,Manav Seva Blood Bank,Raipur,Charitable/Vol,53,3u A+: Balaji Blood Centre → Manav Seva Blood Bank (5.0 km)
rebalance,A+,3,5.0,Shri Shankracharya Blood Centre,Durg,Private,85,Mittal Blood Centre,Durg,Charitable/Vol,63,3u A+: Shri Shankracharya Blood Centre → Mittal Blood Centre (5.0 km)
rebalance,A+,3,60.0,Blood Centre District Hospital Dhamtari,Dhamtari,Govt.,131,District Hospital Blood Centre Bemetara,Bemetra,Govt.,20,3u A+: Blood Centre District Hospital Dhamtari → District Hospital Blood Centre Bemetara (60.0 km)
rebalance,A+,2,60.0,Blood Centre District Hospital Dhamtari,Dhamtari,Govt.,131,Shree Ram Blood And Component Centre,Bilaspur,Charitable/Vol,41,2u A+: Blood Centre District Hospital Dhamtari → Shree Ram Blood And Component Centre (60.0 km)
rebalance,A+,1,60.0,Shri Shankracharya Blood Centre,Durg,Private,85,Shree Ram Blood And Component Centre,Bilaspur,Charitable/Vol,41,1u A+: Shri Shankracharya Blood Centre → Shree Ram Blood And Component Centre (60.0 km)
rebalance,A+,3,60.0,Shri Shankracharya Blood Centre,Durg,Private,85,Ujwala blood and compnent centre,Mahasamund,Private,205,3u A+: Shri Shankracharya Blood Centre → Ujwala blood and compnent centre (60.0 km)
rebalance,A+,3,5.0,Blood Centre Govt Medical College Dimrapal,Bastar,Govt.,892,Maharani Hospital Blood Bank Jagdalpur,Bastar,Govt.,16,3u A+: Blood Centre Govt Medical College Dimrapal → Maharani Hospital Blood Bank Jagdalpur (5.0 km)
rebalance,A+,3,5.0,"Goa Medical College, Blood Centre",North Goa,Govt.,2808,District Hospital Peddem,North Goa,Govt.,684,"3u A+: Goa Medical College, Blood Centre → District Hospital Peddem (5.0 km)"
rebalance,A+,3,5.0,Anubhav Voluntary Blood Centre,Banas Kantha,Charitable/Vol,130,"Gandhi Lincoln Hospital, Deesa",Banas Kantha,Charitable/Vol,413,"3u A+: Anubhav Voluntary Blood Centre → Gandhi Lincoln Hospital, Deesa (5.0 km)"
rebalance,A+,3,5.0,"A.D. Gorwala, Karamsad",Anand,Private,591,"Indian Red Cross Society,Tarapur Taluka",Anand,Red Cross ,256,"3u A+: A.D. Gorwala, Karamsad → Indian Red Cross Society,Tarapur Taluka (5.0 km)"
rebalance,A+,3,60.0,"Bambhaniya Voluntary, Bhavnagar",Bhavnagar,Charitable/Vol,238,"Indu Voluntary Blood Centre, Bodeli, Dist. Chhotaudepur",Chhotaudepur,Charitable/Vol,144,"3u A+: Bambhaniya Voluntary, Bhavnagar → Indu Voluntary Blood Centre, Bodeli, Dist. Chhotaudepur (60.0 km)"
rebalance,A+,3,5.0,Sterling Hospital Blood Bank,Ahmedabad,Private,319,Blood Centre Narayana Multispeciality Hospital,Ahmedabad,Private,426,3u A+: Sterling Hospital Blood Bank → Blood Centre Narayana Multispeciality Hospital (5.0 km)
rebalance,A+,3,5.0,Sterling Hospital Blood Bank,Ahmedabad,Private,319,Prathama Blood Centre Nikol Ahmedabad,Ahmedabad,Charitable/Vol,219,3u A+: Sterling Hospital Blood Bank → Prathama Blood Centre Nikol Ahmedabad (5.0 km)
rebalance,A+,3,60.0,"Model Blood Bank, PGIMS",Rohtak,Govt.,1408,City Charitable Blood Centre,Yamunanagar,Charitable/Vol,287,"3u A+: Model Blood Bank, PGIMS → City Charitable Blood Centre (60.0 km)"
rebalance,A+,3,60.0,"Model Blood Bank, PGIMS",Rohtak,Govt.,1408,Blood Centre General Hospital Palwal,Palwal,Govt.,29,"3u A+: Model Blood Bank, PGIMS → Blood Centre General Hospital Palwal (60.0 km)"
rebalance,A+,3,5.0,Jims Blood Centre,Hisar,Private,448,Arjh Blood Centre (A Unit Of Dr. Anant Ram Janta Hospital,Hisar,Private,41,3u A+: Jims Blood Centre → Arjh Blood Centre (A Unit Of Dr. Anant Ram Janta Hospital (5.0 km)
