blood_bank_id,blood_bank_name,address,district,state_name,state_code,hospital_type,phones,emails,bank_total_units,is_online,stock_last_updated,first_seen,last_seen
884,"Smt. Sonalien A. Shah Blood Centre, Omkar Paramedical Trust, Botad","Blood Bank, Omkar Paramedical Charitable Trust Organised Smt, Botad, Botad, Gujarat",Botad,Gujarat,24,Charitable/Vol,9227200789; 9824861800; 0278255361,omkarbloodbank@gmail.com,290,True,2026-06-06 09:32:44,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
802,"Smt. Shardaben Hospital, Ahmedabad","Smt. Laxmiben Chimanlal Lalbhai Blood Bank,   C/o. The Super, Ahmedabad, Ahmedabad, Gujarat",Ahmedabad,Gujarat,24,Govt.,7922164261; 9662359429; 07922164261,sclhospitalbloodbank@gmail.com,5,True,2026-06-06 09:31:58,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
280453,"Lions Blood Centre, Ognaj","LIONS Blood Bank, Lions Karnavati Shantaben Vishnubhai Patel, Ahmedabad, Ahmedabad, Gujarat",Ahmedabad,Gujarat,24,Charitable/Vol,9825277317,drdivyeshkpatel@gmail.com,105,True,2026-06-06 09:30:01,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
1822,Shraddha Blood Centre,"CROSS ROAD COMPLAX, ZALA ROAD, , DHRANGADHRA, Surendranagar, Gujarat",Surendranagar,Gujarat,24,Private,9426922330,spl9018@gmail.com,10,True,2026-06-06 09:29:38,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
280414,Shalby Hospital,"Shalby Hospital Blood Bank, 9th Floor, Shalby Hospital, Opp., Ahmedabad, Ahmedabad, Gujarat",Ahmedabad,Gujarat,24,Private,9924077714; 8141605027; 7778057717,bloodbank@shalby.org,86,True,2026-06-06 09:27:49,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
847,"Red Cross Blood Centre, Rajkot","Red Cross Blood Bank 1st floor, Indian Red Cross Society bui, Rajkot, Rajkot, Gujarat",Rajkot,Gujarat,24,Red Cross ,9879417776; 02812466260; 9925244852,rajkot_ircs@yahoo.co.in,1072,True,2026-06-06 09:22:17,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
885,"Navkar Charitable Trust, Mahuva","Blood Bank Navkar Charitable Trust,  Opp.Nagrik Bank, Vasi T, Mahuva, Bhavnagar, Gujarat",Bhavnagar,Gujarat,24,Charitable/Vol,9824393509,kamleshshah1194@yahoo.com,430,True,2026-06-06 09:19:27,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
283154,"Indian Red Cross Society,Tarapur Taluka","SMT.HANSABN HIRALAL RED CROSS BHAVAN,NR. OLD TUBE WELL, STAT, Tarapur, Anand, Gujarat",Anand,Gujarat,24,Red Cross ,7861069692; 1234567890,ircstarapur@gmail.com,256,True,2026-06-06 09:19:27,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
24102,M/s Trustees of Galbabhai Nanjibhai Patel Charitable Trust Sanchalit Blood  Centre,"5th floor, F-block, Banas Medical College & Research Institute, General  Hospital Campus, Simla gate, Palanpur, Palanpur, District-Banaskantha, State-Gujarat, India - 385001, Palanpur, Banas Kantha, Gujarat",Banas Kantha,Gujarat,24,Charitable/Vol,7069935521,bloodbankbmcripln@gmail.com,35,True,2026-06-06 09:18:09,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
881,"Indian Red Cross Society Blood Centre, Bharuch","Redcross Blood Bank Sevashram Hospital Compound.Panchbatti,, Bharuch, Bharuch, Gujarat",Bharuch,Gujarat,24,Red Cross ,9913823700,redcrossbloodbank_bch@yahoo.in,642,True,2026-06-06 09:15:34,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
894,"Divyajyoti Charitable Voulantary Blood Centre, Una","Divyajyoti Charitable Voulantary Blood Bank.  Varsing pur ro, Una, Gir Somnath, Gujarat",Gir Somnath,Gujarat,24,Charitable/Vol,9426713855,vivekraja.dvbb@gmail.com,73,True,2026-06-06 09:15:30,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
1809,"General Hospital, Porbandar","Blood Bank, General Hospital,porbandar, Porbandar, Porbandar, Gujarat",Porbandar,Gujarat,24,Govt.,9099079107,dr.l.a.dhamelia@gmail.com,15,True,2026-06-06 09:15:11,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
840,Gujarat Methodist Church Cardiac Care And Research Society Blood Centre.Nadiad,"Blood Centre,Gujarat Methodist Church Cardiac Care & Researc, Nadiad, Kheda, Gujarat",Kheda,Gujarat,24,Charitable/Vol,6358924264,bloodbank@ddmmheart.org,40,True,2026-06-06 09:14:37,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
1819,"Patel Voluntary Blood Centre, Modasa","Patel Voluntary Blood Bank,  Dr. Yogesh Upadhyays Hospital,, Arvalli, Aravalli, Gujarat",Aravalli,Gujarat,24,Charitable/Vol,9898651107,bhavin1359@yahoo.com,9,True,2026-06-06 09:14:01,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284426,My Blood Centre,"2nd Floor Golden Market opp.Police choki,M.G Road Dahod, Dahod, Dahod, Gujarat",Dahod,Gujarat,24,Charitable/Vol,9099172018,mybloodcentre24@gmail.com,369,True,2026-06-06 09:13:44,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284472,"Life Line Blood Centre,Bopal","First Floor, Sagrika Aparment, Nr,, Sarkari Tubewell Swaminarayan Temple, Bopal, Ahmedabad, Ahmedabad, Ahmedabad, Gujarat",Ahmedabad,Gujarat,24,Charitable/Vol,9507247365,lifelinebloodcentre.bopal@gmail.com,343,True,2026-06-06 09:12:59,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
1801,"Indian Red Cross Society Blood Centre, Kapadwanj","C.R. Parikh Blood Bank, Kapadwanj, , Kapadwanj, Kheda, Gujarat",Kheda,Gujarat,24,Red Cross ,9426364725,ircs_crpbb@yahoo.com,4,True,2026-06-06 09:11:52,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
1807,"Bhansali Trust Raktdan Kendra, Radhanpur","Bhansali Trust Raktdan Kendra,  Bhansali Trust Hospital,  Radhanpur dist.Patan -385340, Patan, Patan, Gujarat",Patan,Gujarat,24,Charitable/Vol,9924290574; 1234567890,btrlab10@gmail.com,76,True,2026-06-06 09:11:47,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
24124,Blood Bank Gmers Medical College Hospital Vadnagar,"1st floor hospital building gmers , general hospital sipor road vadnagar , Vadnagar, Mahesana, Gujarat",Mahesana,Gujarat,24,Govt.,02761223331,bloodbankgmersvadnagar@gmail.com,21,True,2026-06-06 09:11:04,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
280456,"Charusat  Healthcare And Research Foundation, Smt Chandaben Mohanbhai Patel Blood Bank, Changa","Charusat  Healthcare and Research Foundation, Smt Chandaben , changa, Anand, Gujarat",Anand,Gujarat,24,Charitable/Vol,9978998835,bloodbank.chrf@charusat.ac.in,46,True,2026-06-06 09:10:44,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
866,"Nukem Blood Centre, Vapi","Nukem Blood Bank & Haria Rotary Hospital,  Plot no. 363A-364, Vapi, Valsad, Gujarat",Valsad,Gujarat,24,Charitable/Vol,7069956050; 9819641652,info@hariarotaryhospital.com,45,True,2026-06-06 09:04:13,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
280415,"Indian Red Cross Society Choryasi Taluka Branch, Surat","Indian Red Cross Society Choryasi Taluka Branch, Red Cross B, surat, Surat, Gujarat",Surat,Gujarat,24,Red Cross ,9825034591,indianredcrosssurat@yahoo.com,214,True,2026-06-06 09:02:11,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
806,"Cancer Institute, Ahmedabad","Blood Bank, The Gujarat Cancer Research Institute,   M.P. Sh, Ahmedabad, Ahmedabad, Gujarat",Ahmedabad,Gujarat,24,Charitable/Vol,7922688409; 07922688409,anu.patel@gcriindia.org,182,True,2026-06-06 09:01:59,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
1804,N. M. Patel Blood Bank And Dr.A.C.Mapara Blood Component Center Bilimora,"Blood Bank, Lions Club Billimora Charitable Foundation Manag, Bilimora, Navsari , Gujarat",Navsari,Gujarat,24,Charitable/Vol,9428020522; 9825145894; 02634285913,nmpbbblm1991@gmail.com,347,True,2026-06-06 09:01:26,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284136,"Ved Voluntary Blood Centre, Amreli","Ved Voluntary Blood Centre managed by Manav Kalyan Charitabl, Amreli, Amreli, Gujarat",Amreli,Gujarat,24,Private,9426232032; 9537232460,vedbloodcenter232460@gmail.com,17,True,2026-06-06 09:01:12,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284539,Aroma Blood Centre Palanpur,"3rd Floor,Above Guru Orthopedic Hospital ,Near Aroma Circle,, ., PALANPUR, Banas Kantha, Gujarat",Banas Kantha,Gujarat,24,Charitable/Vol,6359994699,aromabloodcentre@gmail.com,366,True,2026-06-06 08:59:57,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
280741,Lifeline Blood Centre,"plot no. 2&13, 1st and 2nd floor, , beside dr. kharod surgical hospital, opp. doctor house, bus , surendranagar, Surendranagar, Gujarat",Surendranagar,Gujarat,24,Charitable/Vol,9979072328,lifelinebloodbank.snr@gmail.com,25,True,2026-06-06 08:58:51,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284971,All India Institute Of Medical Sciences Rajkot,"AIIMS, Khanderi, Para Pipaliya, Rajkot, Rajkot, Rajkot, Gujarat",Rajkot,Gujarat,24,Govt.,8469548205,bloodstorageaiimsrajkot@gmail.com,971,True,2026-06-06 08:58:27,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284968,Shraddha Seva Blood Centre Surat,"207, City Center, Yogi Chowk, Nana Varachha, Surat, Surat, Surat, Gujarat",Surat,Gujarat,24,Charitable/Vol,8275563987,ssbcsurat7@gmail.com,724,True,2026-06-06 08:58:06,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
811,Adarsh Voluntary Blood Centre Managed By Devam Charitable Trust,"1 ST FLOOR SAMJUBA HOSPITAL , BAPUNAGAR AHMEDABAD, Ahmedabad, Ahmedabad, Gujarat",Ahmedabad,Gujarat,24,Private,9825089741,adarsh_vbb@yahoo.com,161,True,2026-06-06 08:58:02,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
24136,LOKSEVA BLOOD CENTRE SURAT,"Surat, Gujarat",Surat,Gujarat,24,Charitable/Vol,8153077970,vishgurav777@gmail.com,125,True,2026-06-06 08:49:45,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284170,"Sarvoday Charitbale Trust Blood Centre, Kadi, Mehsana","Sarvoday Charitbale Trust Blood Centre, RS No. 1564, 4th Flo, Mehsana, Mahesana, Gujarat",Mahesana,Gujarat,24,Charitable/Vol,9974620505,svbb2014@gmail.com,606,True,2026-06-06 08:49:10,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
280578,"Indu Voluntary Blood Centre, Bodeli, Dist. Chhotaudepur","Indu Voluntary Blood Bank, Managed by Trustees of Indu Healt, Chhotaudepur, Chhotaudepur, Gujarat",Chhotaudepur,Gujarat,24,Charitable/Vol,9925138654,ibb.bodeli@gmail.com,144,True,2026-06-06 08:48:39,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
854,"C. U. Shah Medical College And Hospital, Surendranagar","Blood Bank, C. U. Shah Medical College & General Hospital,  , dudhrej road surendranagar, Surendranagar, Surendranagar, Gujarat",Surendranagar,Gujarat,24,Charitable/Vol,9726926801; 0000000000,bbcusmc@rediffmail.com,624,True,2026-06-06 08:48:20,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
842,"Indian Red Cross Society Blood Centre, Navsari","B.K.Shah Red Cross Bhavan, Station Road, , NAVSARI, Navsari, Navsari , Gujarat",Navsari,Gujarat,24,Red Cross ,8200317534,ircsn@rediffmail.com,714,True,2026-06-06 08:46:28,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
280703,Blood Centre Narayana Multispeciality Hospital,"Ground floor, ex monogram mill compound, opp-rakhial police , Rakhial, Ahmedabad, Ahmedabad, Gujarat",Ahmedabad,Gujarat,24,Private,8980017737,bloodbank.ahd@narayanahealth.org,426,True,2026-06-06 08:45:42,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
834,"Apollo Hospital International Ltd., Bhat","Blood Bank, Apollo Hospital International Ltd., Block No. 1/, Gandhinagar, Gandhinagar, Gujarat",Gandhinagar,Gujarat,24,Private,9879479350,bloodbank_ahd@apollohospitals.com,119,True,2026-06-06 08:44:55,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
24123,Blood Bank General Hospital Morbi,"general hospital morbi laboratory dept, gandhi chowk opp nagarpalika morbi, Morbi, Morbi, Gujarat",Morbi,Gujarat,24,Govt.,02822230203,ghmorbi@yahoo.co.in,31,True,2026-06-06 08:44:52,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
1826,"S.B. P.P. Co-Op. Centre Foundation Blood Centre, Killa  Pardi","Blood Bank, S.B. P.P. Co-Op. Bank Foundation Blood Bank of M, valsad, Valsad, Gujarat",Valsad,Gujarat,24,Charitable/Vol,9727248274,sbppbb@rediffmail.com,181,True,2026-06-06 08:44:01,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
888,Kiran Hospital Blood Centre,"SAMAST PATIDAR AAROGYA TRUST KIRAN HOSPITAL Multi Super Spec, Surat, Surat, Gujarat",Surat,Gujarat,24,Charitable/Vol,9875118946,bloodbank@kiranhospital.com,3029,True,2026-06-06 08:44:00,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
283156,Sushrusha Blood Centre Navasari,"3rd floor, Sushrusha General Hospital, Behind Ashapuri Mandi, sadar chouk, vijalpore, Jalalpore, Navsari , Gujarat",Navsari,Gujarat,24,Charitable/Vol,9426888293; 1234567890,mahi.81.mc@gmail.com,359,True,2026-06-06 08:43:43,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284285,"Lions Club Of Baroda Blood Centre, Vadodara","Lions Club of Baroda Blood Centre FF-3, Pur Prime, Nr Natubh, Vadodara, Vadodara, Gujarat",Vadodara,Gujarat,24,Private,9825616685,barodabloodbank@gmail.com,115,True,2026-06-06 08:42:16,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
895,"Blood Centre, Gmers Medical College And Hospital, Junagadh","BLOOD CENTER,GMERS MEDICAL COLLEGE & HOSPITAL, NEAR MAJEVADI GATE,  JUNAGADH, JUNAGADH, Junagadh, Gujarat",Junagadh,Gujarat,24,Govt.,2852960124,aha.health.junagadh@gmail.com,1192,True,2026-06-06 08:42:00,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
870,"Indian Red Cross Soceity, Amreli","Mahatma Muldas Red Cross Bhavan, Civil Hospital Campus, Amre, Amreli, Amreli, Gujarat",Amreli,Gujarat,24,Red Cross ,9426914677,redcrossbloodbankamreli@gmail.com,9,True,2026-06-06 08:41:53,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
283224,Dhwani Blood Centre,"203, City Centre, near sayaji hotel, before bhimnath bridge, Vadodara, Vadodara, Gujarat",Vadodara,Gujarat,24,Charitable/Vol,7069110505; 7069110606,dhwanibloodcentre@gmail.com,827,True,2026-06-06 08:41:14,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
282809,Ayush Blood Center,"EMRALD ONE , 454-4THFloor, Winward Buisness Park,  Jetalpur , Vadodara, Vadodara, Gujarat",Vadodara,Gujarat,24,Charitable/Vol,9586510108,ayushbloodcenter@gmail.com,426,True,2026-06-06 08:40:50,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284513,Sims Blood Center,"4th Floor SIMS blood center, PSM hospital, Swaminarayan  Gur, Gandhinagar, Gandhinagar, Gujarat",Gandhinagar,Gujarat,24,Charitable/Vol,9879648862,simsbloodcentre@gmail.com,63,True,2026-06-06 08:39:05,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
855,"Laxmiben Kushalbhai Patel, Vyara","Laxmiben Kushalbhai Patel Blood Bank,  , Janak Smarak  Hospi, Vyara, Tapi, Gujarat",Tapi,Gujarat,24,Charitable/Vol,9313261489,lkpbb.vyara@yahoo.com,281,True,2026-06-06 08:38:55,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
280452,M/S. Cims Hospital Pvt.Ltd.,"M/s. CIMS Hospital Pvt.Ltd., Plot No. 67/1, Opp. Panchamrut , AHMEDABAD, Ahmedabad, Gujarat",Ahmedabad,Gujarat,24,Private,7948052355,bloodstorage@cimshospital.org,188,True,2026-06-06 08:38:05,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
817,"Ahmedabad Raktdan Kendra (Voluntary), Ahmdedabad (Formerly Known As Mahagujarat Blood Bank)","MahaGujarat Blood Bank Near.Maninagar Fire Station, 21,22 PARTH EMPIRE, OPP. RAMBAUG POLICE STATION,, ahmedabad, Ahmedabad, Gujarat",Ahmedabad,Gujarat,24,Charitable/Vol,9033137939,ahmedabadraktadankendra@gmail.com,211,True,2026-06-06 08:37:47,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
280714,Nootan Blood Centre  Apheresis Centre,"Sankalchand Patel Vidyadham, Gandhinagar - Ambaji State High, Visnagar, Mahesana, Gujarat",Mahesana,Gujarat,24,Charitable/Vol,9875030134,nootanhospitalbloodbank@gmail.com,220,True,2026-06-06 08:37:03,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
24111,Blood Bank Gmers Medical College & Hospital,"Blood Bank Gmers Medical College & Hospital , Dharpur, Patan, Gujarat",Patan,Gujarat,24,Govt.,9898358473,bb001dharpur@gmail.com,379,True,2026-06-06 08:35:42,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284483,Unity Blood Centre Surat,"201, Rhythm house, near venue super specialty Hospital, Lal , Surat, Surat, Gujarat",Surat,Gujarat,24,Charitable/Vol,9537975446,unitybloodcenter.surat@gmail.com,167,True,2026-06-06 08:33:19,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
1802,"Mehsana Jaycees, Mehsana","Mehsana Jaycees Charitable Trust Sanchalit  Sarvodaya Commer, Mehsana, Mahesana, Gujarat",Mahesana,Gujarat,24,Charitable/Vol,9426233805; 2762243634,mjbb84@gmail.com,1680,True,2026-06-06 08:32:08,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
1827,"Smt. Puriben  Popat Lakha Blood Centre , Vapi","Blood Bank, Smt. Puriben  Popat  Lakha Lions Blood Bank sanc, vapi, Valsad, Gujarat",Valsad,Gujarat,24,Charitable/Vol,9825132643; 8755849606; 7567294516,lionsbloodbank03@gmail.com,204,True,2026-06-06 08:30:33,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284172,Prathama Blood Centre Nikol Ahmedabad,"6th  Floor Kothiya Hospital Nikol Gam Road, Nikol ,Ahmedabad, Ahmedabad, Ahmedabad, Gujarat",Ahmedabad,Gujarat,24,Charitable/Vol,7359900101,info.pbc@prathama.org,219,True,2026-06-06 08:28:51,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284284,"Lifeline Blood Centre, Ahmedabad","Lifeline Blood Centre managed by trustees of Helping Hand Fo, Ahmedabad, Ahmedabad, Gujarat",Ahmedabad,Gujarat,24,Private,9408247365,lifelinebloodcentre.naroda@gmail.com,35,True,2026-06-06 08:26:57,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284018,"Shrimad Rajchandra Hospital And Research Centre, Blood Centre","3rd Floor, Block 2, Shrimad Rajchandra Hospital and Research, Dharampur, Valsad, Gujarat",Valsad,Gujarat,24,Charitable/Vol,8511553416,bloodcentre@hospital.srmd.org,984,True,2026-06-06 08:26:08,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
24134,Hi Tech Voluntary Blood Centre,"3rd floor, Dev Complex, B/H Bus station, Modasa, 3rd floor, Dev Complex, B/H Bus station, Modasa, Modasa, Aravalli, Gujarat",Aravalli,Gujarat,24,Charitable/Vol,9879348787,hitechbloodbank.modasa@gmail.com,1,True,2026-06-06 08:25:23,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
24130,DR. MOHANBHAI S PATEL BLOOD CENTER RED CROSS,"NEAR PADMANATH CROSS ROAD, CHANASMA HIGHWAY, PATAN, Patan, Patan, Gujarat",Patan,Gujarat,24,Red Cross ,8128321891,mspatelbb@gmail.com,137,True,2026-06-06 08:25:14,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
24109,"General Hospital & Gmers Medical College, Valsad","NANAKWADA,HALAR ROAD,VALSAD, Valsad, Valsad, Gujarat",Valsad,Gujarat,24,Govt.,0263251714; 1234567890,gmersbb.valsad@gmail.com,22,True,2026-06-06 08:24:42,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
826,Bhavnagar Blood Centre,"Bhavnagar Blood Bank,  Ofice No. 1,2,3 - Plot No. 1686, B-wi, Bhavnagar, Bhavnagar, Gujarat",Bhavnagar,Gujarat,24,Charitable/Vol,9825207660; 9909993206,bhavnagarbloodbank@yahoo.co.in,379,True,2026-06-06 08:23:02,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
280457,"Shree Swaminarayan Sankar Dham Trust Sanskar Blood Centre, Morbi","Shree Swaminarayan Sankar Dham Trust Sanskar Blood Bank,  Sa, Morbi, Morbi, Gujarat",Morbi,Gujarat,24,Charitable/Vol,9714940600; 02822225733,sanskarbloodbank@gmail.com,593,True,2026-06-06 08:18:23,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
282661,Nadiad Raktdan Kendra Blood Centre,"2nd Floor, Karmaveer Samrajya Complex, Opp. Sparsh Orthocare, Kheda, Kheda, Gujarat",Kheda,Gujarat,24,Private,9227596201,nrkbloodbank19@gmail.com,92,True,2026-06-06 08:18:16,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
892,"Indian Red Cross Society Blood Centre, Kalol","Khuni Bunglow, Char Rasta,kalol,, Kalol, Gandhinagar, Gujarat",Gandhinagar,Gujarat,24,Red Cross ,7203057787; 1234567890,redcross.kalol@gmail.com,2,True,2026-06-06 08:16:08,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
24125,Indian Red Cross Society Anand,"SARDAR BHAVAN, Opp. Municipality Building, Anand, Anand, Anand, Gujarat",Anand,Gujarat,24,Red Cross ,,ircs_anand@yahoo.co.in,384,True,2026-06-06 08:13:16,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
280740,Dharmsinh Desai Foundation Blood Centre,"1ST FLOOR HOSPITAL BUILDING, BLOOD CENTRE,DR.N.D.DESAI FACULTY OF MEDICAL SCIENCE AND RESEARCH,NADIAD, Nadiad, Kheda, Gujarat",Kheda,Gujarat,24,Private,9978901618; 1234567890,bloodbankndd@gmail.com,311,True,2026-06-06 08:13:02,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
860,"Indu Blood Centre , Vadodara","Indu Blood Bank, III Floor,Vinraj Plaza,  Opp. Govt. Press, , Vadodara, Vadodara, Gujarat",Vadodara,Gujarat,24,Charitable/Vol,9925627186,induhealth@gmail.com,730,True,2026-06-06 08:12:00,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
850,"Lok Samarpan Raktadan Kendra, Surat","Lok Samarpan Raktadan Kendra Blood Bank,  15, Miranagar, Opp, Surat, Surat, Gujarat",Surat,Gujarat,24,Charitable/Vol,9974242140,lsbloodbank@gmail.com,1615,True,2026-06-06 08:08:38,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284115,"Polycab Social Welfare Foundation Blood Centre, Halol","Polycab Social Welfare Foundation Blod Centre, Managed by Ha, opp. S. T. Stand, Halol, Dist. Panchmahal, Dist. Panchmahal, Panch Mahals, Panch Mahals, Gujarat",Panch Mahals,Gujarat,24,Private,9925138654,pswfbloodcentre2022@gmail.com,68,True,2026-06-06 08:06:17,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
882,Kumarpal Gandhi Blood Centre,"Kumarpal Gandhi Blood Centre, Omkar-1, Building-2,, 1st floor, GIDC Ankleshwar, Bharuch., Ankleshwar, Bharuch, Gujarat",Bharuch,Gujarat,24,Charitable/Vol,9081102102,kgbbankleshwar@gmail.com,87,True,2026-06-06 08:05:53,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
284421,Jivan Voluntary Blood Centre Run By Sanskruti Foundation,"R.S. NO.735/1,PLOT NO. 1 TO 4, B2, 4th FLOOR, MEDIPOLIS, DEE, ., PALANPUR, Banas Kantha, Gujarat",Banas Kantha,Gujarat,24,Charitable/Vol,9924255050,jivanbloodcentre@gmail.com,6,True,2026-06-06 08:05:36,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
861,"Bhailal Amin General Hospital Blood Centre,  Vadodara","Blood Bank, Bhailal Amin General Hospital Blood Bank,  Alemb, Vadodara, Vadodara, Gujarat",Vadodara,Gujarat,24,Charitable/Vol,0265677603; 9979029369,bloodbank@baghospital.com,29,True,2026-06-06 08:05:31,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
833,"Shraddhadeep Pathology Lab  And Blood Centre, Gandhinagar","Shraddhadeep Pathology Lab  & Blood Bank,   Shiv Complex , P, Gandhinagar, Gandhinagar, Gujarat",Gandhinagar,Gujarat,24,Private,9328237138; 7923222474; 9824833440; 07923222474,shraddhablood@gmail.com,165,True,2026-06-06 08:03:48,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
280576,"Sumandeep Vidhyapith, Chandkheda","Sumandeep Vidhyapith, Smt S.M.S. Multi speciality Hospital, , Ahmedabad, Ahmedabad, Gujarat",Ahmedabad,Gujarat,24,Charitable/Vol,9714985194,bloodbanksmsmh@gmail.com,214,True,2026-06-06 08:01:42,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
830,"Jivanjyot Blood Centre,  Bhuj","Jivanjyot Blood Bank,  63, A/B, Vijyanagar,  New Hospital Ro, Bhuj, Kachchh, Gujarat",Kachchh,Gujarat,24,Private,9825258612; 02832222812,ramnik_r_patel@yahoo.com,70,True,2026-06-06 07:56:50,2026-06-06T07:53:39.629823+00:00,2026-06-06T07:53:39.629823+00:00
